year_month,vulnerability_type,report_count,bounty_count,organization_count,bounty_percentage
2020-12,Information Disclosure,18,6,9,33.33
2020-12,Cross-site Scripting (XSS) - Stored,10,9,4,90.0
2020-12,Improper Access Control - Generic,10,2,8,20.0
2020-12,Cross-site Scripting (XSS) - Reflected,8,3,6,37.5
2020-12,Server-Side Request Forgery (SSRF),7,3,5,42.86
2020-12,Improper Restriction of Authentication Attempts,5,1,4,20.0
2020-12,Uncontrolled Resource Consumption,5,2,3,40.0
2020-12,Business Logic Errors,4,1,3,25.0
2020-12,Code Injection,3,2,3,66.67
2020-12,Improper Authentication - Generic,3,0,2,0.0
2020-12,Insecure Direct Object Reference (IDOR),3,1,3,33.33
2020-12,Path Traversal,3,1,3,33.33
2020-12,Privacy Violation,3,3,3,100.0
2020-12,HTTP Request Smuggling,2,0,1,0.0
2020-12,Improper Certificate Validation,2,2,2,100.0
2020-12,Open Redirect,2,2,2,100.0
2020-12,Privilege Escalation,2,1,2,50.0
2020-12,SQL Injection,2,1,1,50.0
2020-12,Violation of Secure Design Principles,2,1,2,50.0
2020-12,Authentication Bypass Using an Alternate Path or Channel,1,0,1,0.0
2020-12,Buffer Over-read,1,0,1,0.0
2020-12,CRLF Injection,1,1,1,100.0
2020-12,Command Injection - Generic,1,0,1,0.0
2020-12,Cross-Site Request Forgery (CSRF),1,0,1,0.0
2020-12,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2020-12,Deserialization of Untrusted Data,1,0,1,0.0
2020-12,Improper Input Validation,1,0,1,0.0
2020-12,Insufficient Session Expiration,1,0,1,0.0
2020-12,Insufficiently Protected Credentials,1,0,1,0.0
2020-12,Leftover Debug Code (Backdoor),1,0,1,0.0
2020-12,Misconfiguration,1,0,1,0.0
2021-01,Information Disclosure,15,10,12,66.67
2021-01,Business Logic Errors,9,5,8,55.56
2021-01,Improper Access Control - Generic,9,7,6,77.78
2021-01,,6,5,5,83.33
2021-01,Cross-Site Request Forgery (CSRF),6,2,4,33.33
2021-01,Cross-site Scripting (XSS) - Stored,6,5,5,83.33
2021-01,Cross-site Scripting (XSS) - Reflected,5,1,3,20.0
2021-01,Authentication Bypass Using an Alternate Path or Channel,4,3,2,75.0
2021-01,Improper Authentication - Generic,4,1,4,25.0
2021-01,Privilege Escalation,4,2,4,50.0
2021-01,SQL Injection,4,3,3,75.0
2021-01,Code Injection,3,1,3,33.33
2021-01,Open Redirect,3,0,3,0.0
2021-01,Cross-site Scripting (XSS) - Generic,2,0,2,0.0
2021-01,Path Traversal,2,1,2,50.0
2021-01,Privacy Violation,2,1,2,50.0
2021-01,Uncontrolled Resource Consumption,2,2,2,100.0
2021-01,Violation of Secure Design Principles,2,2,2,100.0
2021-01,Allocation of Resources Without Limits or Throttling,1,0,1,0.0
2021-01,CRLF Injection,1,1,1,100.0
2021-01,Classic Buffer Overflow,1,1,1,100.0
2021-01,Cleartext Storage of Sensitive Information,1,1,1,100.0
2021-01,Cleartext Transmission of Sensitive Information,1,0,1,0.0
2021-01,Forced Browsing,1,1,1,100.0
2021-01,Improper Authorization,1,1,1,100.0
2021-01,Improper Certificate Validation,1,1,1,100.0
2021-01,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),1,1,1,100.0
2021-01,Improper Privilege Management,1,1,1,100.0
2021-01,Improper Restriction of Authentication Attempts,1,1,1,100.0
2021-01,Incorrect Authorization,1,0,1,0.0
2021-01,Incorrect Permission Assignment for Critical Resource,1,1,1,100.0
2021-01,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2021-01,Misconfiguration,1,0,1,0.0
2021-01,Out-of-bounds Read,1,1,1,100.0
2021-01,Phishing,1,0,1,0.0
2021-02,Cross-site Scripting (XSS) - Reflected,10,2,6,20.0
2021-02,Cross-site Scripting (XSS) - Stored,10,7,7,70.0
2021-02,Privilege Escalation,10,7,8,70.0
2021-02,,9,8,5,88.89
2021-02,Improper Access Control - Generic,4,3,4,75.0
2021-02,Code Injection,3,1,3,33.33
2021-02,Information Disclosure,3,0,1,0.0
2021-02,SQL Injection,3,1,3,33.33
2021-02,Violation of Secure Design Principles,3,0,3,0.0
2021-02,Business Logic Errors,2,2,2,100.0
2021-02,Command Injection - Generic,2,2,2,100.0
2021-02,Cross-Site Request Forgery (CSRF),2,1,2,50.0
2021-02,Improper Authorization,2,2,1,100.0
2021-02,Insecure Direct Object Reference (IDOR),2,0,1,0.0
2021-02,Open Redirect,2,2,2,100.0
2021-02,Uncontrolled Resource Consumption,2,1,2,50.0
2021-02,Cleartext Storage of Sensitive Information,1,1,1,100.0
2021-02,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2021-02,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),1,1,1,100.0
2021-02,HTTP Request Smuggling,1,0,1,0.0
2021-02,Information Exposure Through an Error Message,1,0,1,0.0
2021-02,Insufficient Session Expiration,1,1,1,100.0
2021-02,Insufficiently Protected Credentials,1,0,1,0.0
2021-02,Integer Overflow,1,1,1,100.0
2021-02,Path Traversal,1,0,1,0.0
2021-02,Privacy Violation,1,0,1,0.0
2021-02,Security Through Obscurity,1,1,1,100.0
2021-02,Server-Side Request Forgery (SSRF),1,1,1,100.0
2021-02,XML External Entities (XXE),1,1,1,100.0
2021-03,,24,21,8,87.5
2021-03,Information Disclosure,9,1,7,11.11
2021-03,Improper Access Control - Generic,5,3,5,60.0
2021-03,Cross-Site Request Forgery (CSRF),4,2,3,50.0
2021-03,Business Logic Errors,3,2,2,66.67
2021-03,Code Injection,3,3,3,100.0
2021-03,Cross-site Scripting (XSS) - Reflected,3,0,1,0.0
2021-03,Cross-site Scripting (XSS) - Stored,3,1,3,33.33
2021-03,Insecure Direct Object Reference (IDOR),3,2,2,66.67
2021-03,Open Redirect,3,1,3,33.33
2021-03,Privilege Escalation,3,3,3,100.0
2021-03,SQL Injection,3,2,2,66.67
2021-03,Server-Side Request Forgery (SSRF),3,1,2,33.33
2021-03,Violation of Secure Design Principles,3,0,3,0.0
2021-03,Improper Authentication - Generic,2,1,2,50.0
2021-03,Path Traversal,2,2,2,100.0
2021-03,Cleartext Storage of Sensitive Information,1,0,1,0.0
2021-03,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),1,0,1,0.0
2021-03,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2021-03,Cryptographic Issues - Generic,1,1,1,100.0
2021-03,HTTP Request Smuggling,1,0,1,0.0
2021-03,Man-in-the-Middle,1,0,1,0.0
2021-03,Misconfiguration,1,0,1,0.0
2021-03,Missing Encryption of Sensitive Data,1,1,1,100.0
2021-03,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2021-03,OS Command Injection,1,0,1,0.0
2021-03,Password in Configuration File,1,1,1,100.0
2021-03,Phishing,1,0,1,0.0
2021-03,Remote File Inclusion,1,0,1,0.0
2021-03,Server Side Request Forgery,1,1,1,100.0
2021-03,Use of Inherently Dangerous Function,1,0,1,0.0
2021-03,Use of a Broken or Risky Cryptographic Algorithm,1,0,1,0.0
2021-03,Use of a Key Past its Expiration Date,1,1,1,100.0
2021-04,Improper Access Control - Generic,16,9,8,56.25
2021-04,,13,9,5,69.23
2021-04,Cross-site Scripting (XSS) - Reflected,10,1,4,10.0
2021-04,Information Disclosure,10,4,8,40.0
2021-04,Uncontrolled Resource Consumption,7,6,5,85.71
2021-04,Cross-site Scripting (XSS) - Stored,4,3,3,75.0
2021-04,Improper Restriction of Authentication Attempts,4,1,3,25.0
2021-04,Insecure Direct Object Reference (IDOR),4,4,2,100.0
2021-04,Open Redirect,4,3,3,75.0
2021-04,Privilege Escalation,4,3,4,75.0
2021-04,Business Logic Errors,3,2,3,66.67
2021-04,Improper Authentication - Generic,3,2,2,66.67
2021-04,Improper Input Validation,3,0,2,0.0
2021-04,Misconfiguration,3,1,3,33.33
2021-04,Externally Controlled Reference to a Resource in Another Sphere,2,0,2,0.0
2021-04,OS Command Injection,2,1,1,50.0
2021-04,Violation of Secure Design Principles,2,0,2,0.0
2021-04,CRLF Injection,1,0,1,0.0
2021-04,Classic Buffer Overflow,1,1,1,100.0
2021-04,Code Injection,1,1,1,100.0
2021-04,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2021-04,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2021-04,Cryptographic Issues - Generic,1,1,1,100.0
2021-04,Deserialization of Untrusted Data,1,1,1,100.0
2021-04,Improper Authorization,1,0,1,0.0
2021-04,Improper Null Termination,1,0,1,0.0
2021-04,Insufficient Session Expiration,1,1,1,100.0
2021-04,Phishing,1,0,1,0.0
2021-04,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,1,1,1,100.0
2021-04,Server-Side Request Forgery (SSRF),1,1,1,100.0
2021-04,Session Fixation,1,0,1,0.0
2021-04,Storing Passwords in a Recoverable Format,1,0,1,0.0
2021-04,Use of Hard-coded Password,1,0,1,0.0
2021-04,User Interface (UI) Misrepresentation of Critical Information,1,0,1,0.0
2021-04,Weak Cryptography for Passwords,1,0,1,0.0
2021-04,XML Injection,1,0,1,0.0
2021-05,,31,15,6,48.39
2021-05,Cross-site Scripting (XSS) - Reflected,10,3,7,30.0
2021-05,Improper Access Control - Generic,8,4,4,50.0
2021-05,Information Disclosure,8,1,4,12.5
2021-05,Violation of Secure Design Principles,7,2,5,28.57
2021-05,Misconfiguration,6,2,1,33.33
2021-05,UI Redressing (Clickjacking),6,0,2,0.0
2021-05,Business Logic Errors,5,2,4,40.0
2021-05,Improper Authentication - Generic,5,0,3,0.0
2021-05,Cross-site Scripting (XSS) - DOM,4,4,3,100.0
2021-05,Cross-site Scripting (XSS) - Stored,4,2,3,50.0
2021-05,Open Redirect,4,2,4,50.0
2021-05,Cross-Site Request Forgery (CSRF),3,0,3,0.0
2021-05,Insecure Storage of Sensitive Information,3,0,2,0.0
2021-05,Privilege Escalation,3,1,2,33.33
2021-05,Uncontrolled Resource Consumption,3,1,3,33.33
2021-05,Cross-site Scripting (XSS) - Generic,2,0,2,0.0
2021-05,HTTP Response Splitting,2,0,1,0.0
2021-05,Insecure Direct Object Reference (IDOR),2,2,2,100.0
2021-05,Password in Configuration File,2,0,1,0.0
2021-05,Server-Side Request Forgery (SSRF),2,1,2,50.0
2021-05,Buffer Over-read,1,1,1,100.0
2021-05,CRLF Injection,1,1,1,100.0
2021-05,Cleartext Storage of Sensitive Information,1,0,1,0.0
2021-05,Code Injection,1,0,1,0.0
2021-05,HTTP Request Smuggling,1,1,1,100.0
2021-05,Improper Authorization,1,0,1,0.0
2021-05,Information Exposure Through Directory Listing,1,0,1,0.0
2021-05,Information Exposure Through an Error Message,1,0,1,0.0
2021-05,Missing Authorization,1,1,1,100.0
2021-05,Off-by-one Error,1,1,1,100.0
2021-05,Phishing,1,1,1,100.0
2021-05,Relative Path Traversal,1,0,1,0.0
2021-05,Resource Injection,1,1,1,100.0
2021-05,SQL Injection,1,0,1,0.0
2021-05,Session Fixation,1,1,1,100.0
2021-05,Using Components with Known Vulnerabilities,1,0,1,0.0
2021-05,Weak Cryptography for Passwords,1,0,1,0.0
2021-05,Wrap-around Error,1,0,1,0.0
2021-06,Cross-site Scripting (XSS) - Reflected,11,2,5,18.18
2021-06,Information Disclosure,9,5,9,55.56
2021-06,,8,6,3,75.0
2021-06,Improper Access Control - Generic,5,3,5,60.0
2021-06,SQL Injection,5,5,3,100.0
2021-06,Cross-site Scripting (XSS) - Stored,4,1,3,25.0
2021-06,Improper Authentication - Generic,4,2,4,50.0
2021-06,Violation of Secure Design Principles,4,3,4,75.0
2021-06,Uncontrolled Resource Consumption,3,2,2,66.67
2021-06,Code Injection,2,1,2,50.0
2021-06,Improper Restriction of Authentication Attempts,2,0,2,0.0
2021-06,Open Redirect,2,2,2,100.0
2021-06,Privilege Escalation,2,2,2,100.0
2021-06,Resource Injection,2,2,1,100.0
2021-06,XML External Entities (XXE),2,1,1,50.0
2021-06,Business Logic Errors,1,1,1,100.0
2021-06,Cleartext Storage of Sensitive Information,1,0,1,0.0
2021-06,Client-Side Enforcement of Server-Side Security,1,0,1,0.0
2021-06,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2021-06,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2021-06,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2021-06,Cryptographic Issues - Generic,1,1,1,100.0
2021-06,HTTP Request Smuggling,1,1,1,100.0
2021-06,Improper Authorization,1,1,1,100.0
2021-06,Improper Input Validation,1,1,1,100.0
2021-06,Insecure Storage of Sensitive Information,1,0,1,0.0
2021-06,Leftover Debug Code (Backdoor),1,0,1,0.0
2021-06,Off-by-one Error,1,0,1,0.0
2021-06,Out-of-bounds Read,1,1,1,100.0
2021-06,Path Traversal,1,0,1,0.0
2021-06,Privacy Violation,1,1,1,100.0
2021-06,Server-Side Request Forgery (SSRF),1,0,1,0.0
2021-06,UI Redressing (Clickjacking),1,0,1,0.0
2021-07,Cross-site Scripting (XSS) - Reflected,14,1,5,7.14
2021-07,,11,8,7,72.73
2021-07,Information Disclosure,10,6,6,60.0
2021-07,Improper Access Control - Generic,8,4,8,50.0
2021-07,Cross-site Scripting (XSS) - Stored,5,3,3,60.0
2021-07,Improper Authentication - Generic,5,4,4,80.0
2021-07,Open Redirect,5,3,4,60.0
2021-07,Privilege Escalation,4,4,3,100.0
2021-07,Improper Restriction of Authentication Attempts,3,2,2,66.67
2021-07,Business Logic Errors,2,2,2,100.0
2021-07,Cleartext Storage of Sensitive Information,2,1,2,50.0
2021-07,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),2,0,2,0.0
2021-07,Insecure Direct Object Reference (IDOR),2,1,2,50.0
2021-07,LDAP Injection,2,0,1,0.0
2021-07,Path Traversal,2,1,2,50.0
2021-07,Uncontrolled Resource Consumption,2,2,2,100.0
2021-07,Code Injection,1,0,1,0.0
2021-07,Command Injection - Generic,1,1,1,100.0
2021-07,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2021-07,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2021-07,Cryptographic Issues - Generic,1,0,1,0.0
2021-07,Double Free,1,1,1,100.0
2021-07,Improper Certificate Validation,1,1,1,100.0
2021-07,Information Exposure Through Debug Information,1,0,1,0.0
2021-07,Misconfiguration,1,0,1,0.0
2021-07,Missing Encryption of Sensitive Data,1,0,1,0.0
2021-07,Phishing,1,1,1,100.0
2021-07,Privacy Violation,1,1,1,100.0
2021-07,SQL Injection,1,0,1,0.0
2021-07,Violation of Secure Design Principles,1,0,1,0.0
2021-08,,14,9,6,64.29
2021-08,Cross-site Scripting (XSS) - Reflected,7,1,3,14.29
2021-08,Improper Access Control - Generic,5,4,4,80.0
2021-08,Privilege Escalation,4,1,4,25.0
2021-08,Cleartext Storage of Sensitive Information,3,1,2,33.33
2021-08,Cross-site Scripting (XSS) - Stored,3,1,3,33.33
2021-08,Improper Input Validation,3,0,1,0.0
2021-08,Insufficient Session Expiration,3,1,3,33.33
2021-08,Path Traversal,3,0,3,0.0
2021-08,Uncontrolled Resource Consumption,3,0,3,0.0
2021-08,Business Logic Errors,2,2,2,100.0
2021-08,Cross-site Scripting (XSS) - Generic,2,1,2,50.0
2021-08,Improper Authentication - Generic,2,1,2,50.0
2021-08,Insecure Direct Object Reference (IDOR),2,2,2,100.0
2021-08,UI Redressing (Clickjacking),2,0,2,0.0
2021-08,Cross-Site Request Forgery (CSRF),1,0,1,0.0
2021-08,Improper Authorization,1,1,1,100.0
2021-08,Improper Restriction of Authentication Attempts,1,0,1,0.0
2021-08,Information Disclosure,1,0,1,0.0
2021-08,Information Exposure Through Directory Listing,1,0,1,0.0
2021-08,Memory Corruption - Generic,1,1,1,100.0
2021-08,Open Redirect,1,0,1,0.0
2021-08,Phishing,1,0,1,0.0
2021-08,"Reusing a Nonce, Key Pair in Encryption",1,0,1,0.0
2021-08,XML External Entities (XXE),1,0,1,0.0
2021-09,,13,7,8,53.85
2021-09,Information Disclosure,11,6,7,54.55
2021-09,Cross-site Scripting (XSS) - Stored,5,2,5,40.0
2021-09,Misconfiguration,4,0,1,0.0
2021-09,Improper Access Control - Generic,3,3,3,100.0
2021-09,Improper Authentication - Generic,3,2,3,66.67
2021-09,Violation of Secure Design Principles,3,0,3,0.0
2021-09,Business Logic Errors,2,1,2,50.0
2021-09,OS Command Injection,2,0,2,0.0
2021-09,Open Redirect,2,1,2,50.0
2021-09,Privilege Escalation,2,1,2,50.0
2021-09,Uncontrolled Resource Consumption,2,1,2,50.0
2021-09,Classic Buffer Overflow,1,1,1,100.0
2021-09,Client-Side Enforcement of Server-Side Security,1,0,1,0.0
2021-09,Code Injection,1,0,1,0.0
2021-09,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2021-09,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2021-09,Cryptographic Issues - Generic,1,1,1,100.0
2021-09,Heap Overflow,1,1,1,100.0
2021-09,Improper Authorization,1,1,1,100.0
2021-09,Improper Input Validation,1,0,1,0.0
2021-09,Information Exposure Through Debug Information,1,0,1,0.0
2021-09,Path Traversal,1,1,1,100.0
2021-09,Phishing,1,0,1,0.0
2021-09,SQL Injection,1,0,1,0.0
2021-09,Server-Side Request Forgery (SSRF),1,1,1,100.0
2021-09,Session Fixation,1,0,1,0.0
2021-09,UI Redressing (Clickjacking),1,0,1,0.0
2021-09,Unchecked Error Condition,1,1,1,100.0
2021-10,Cross-site Scripting (XSS) - Reflected,7,3,6,42.86
2021-10,,6,5,2,83.33
2021-10,Improper Authentication - Generic,5,4,5,80.0
2021-10,Code Injection,4,3,4,75.0
2021-10,Open Redirect,4,3,4,75.0
2021-10,Cross-site Scripting (XSS) - Stored,3,3,3,100.0
2021-10,Information Disclosure,3,2,3,66.67
2021-10,Uncontrolled Resource Consumption,3,0,3,0.0
2021-10,Business Logic Errors,2,2,2,100.0
2021-10,Improper Access Control - Generic,2,2,2,100.0
2021-10,Path Traversal,2,1,2,50.0
2021-10,Privilege Escalation,2,2,2,100.0
2021-10,Server-Side Request Forgery (SSRF),2,0,1,0.0
2021-10,Command Injection - Generic,1,0,1,0.0
2021-10,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),1,1,1,100.0
2021-10,Improper Restriction of Authentication Attempts,1,1,1,100.0
2021-10,Information Exposure Through Debug Information,1,1,1,100.0
2021-10,Information Exposure Through an Error Message,1,0,1,0.0
2021-10,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2021-10,OS Command Injection,1,1,1,100.0
2021-10,Path Traversal: '.../...//',1,1,1,100.0
2021-11,,20,17,7,85.0
2021-11,Improper Access Control - Generic,7,5,3,71.43
2021-11,Information Disclosure,7,2,5,28.57
2021-11,Cross-site Scripting (XSS) - Reflected,6,3,6,50.0
2021-11,Business Logic Errors,5,4,5,80.0
2021-11,Cross-Site Request Forgery (CSRF),3,2,3,66.67
2021-11,Cross-site Scripting (XSS) - Stored,3,2,3,66.67
2021-11,Path Traversal,3,3,2,100.0
2021-11,Cleartext Storage of Sensitive Information,2,0,2,0.0
2021-11,Cross-site Scripting (XSS) - Generic,2,2,2,100.0
2021-11,Insecure Direct Object Reference (IDOR),2,2,2,100.0
2021-11,CRLF Injection,1,1,1,100.0
2021-11,Client-Side Enforcement of Server-Side Security,1,1,1,100.0
2021-11,Code Injection,1,0,1,0.0
2021-11,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2021-11,Forced Browsing,1,1,1,100.0
2021-11,Improper Restriction of Authentication Attempts,1,1,1,100.0
2021-11,OS Command Injection,1,1,1,100.0
2021-11,Open Redirect,1,0,1,0.0
2021-11,Path Traversal: '.../...//',1,1,1,100.0
2021-11,Phishing,1,0,1,0.0
2021-11,Privacy Violation,1,1,1,100.0
2021-11,Privilege Escalation,1,0,1,0.0
2021-11,Resource Injection,1,1,1,100.0
2021-11,SQL Injection,1,0,1,0.0
2021-11,Server-Side Request Forgery (SSRF),1,1,1,100.0
2021-11,UI Redressing (Clickjacking),1,0,1,0.0
2021-11,Uncontrolled Resource Consumption,1,1,1,100.0
2021-11,Violation of Secure Design Principles,1,1,1,100.0
2021-12,Information Disclosure,7,3,5,42.86
2021-12,Cross-site Scripting (XSS) - Stored,6,6,4,100.0
2021-12,,4,1,4,25.0
2021-12,Code Injection,4,1,4,25.0
2021-12,Deserialization of Untrusted Data,2,1,2,50.0
2021-12,Improper Access Control - Generic,2,2,2,100.0
2021-12,Improper Authentication - Generic,2,2,2,100.0
2021-12,Path Traversal,2,0,1,0.0
2021-12,UI Redressing (Clickjacking),2,2,1,100.0
2021-12,Use of Externally-Controlled Format String,2,0,1,0.0
2021-12,Business Logic Errors,1,0,1,0.0
2021-12,Command Injection - Generic,1,1,1,100.0
2021-12,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2021-12,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2021-12,Cross-site Scripting (XSS) - Reflected,1,0,1,0.0
2021-12,Heap Overflow,1,1,1,100.0
2021-12,Improper Authorization,1,1,1,100.0
2021-12,Improper Following of a Certificate's Chain of Trust,1,0,1,0.0
2021-12,Improper Restriction of Authentication Attempts,1,1,1,100.0
2021-12,Information Exposure Through Debug Information,1,0,1,0.0
2021-12,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2021-12,Insecure Temporary File,1,1,1,100.0
2021-12,Misconfiguration,1,0,1,0.0
2021-12,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2021-12,Open Redirect,1,0,1,0.0
2021-12,Privilege Escalation,1,0,1,0.0
2021-12,Remote File Inclusion,1,0,1,0.0
2021-12,SQL Injection,1,1,1,100.0
2021-12,Security Through Obscurity,1,1,1,100.0
2021-12,Time-of-check Time-of-use (TOCTOU) Race Condition,1,1,1,100.0
2021-12,Weak Cryptography for Passwords,1,1,1,100.0
2022-01,,13,8,10,61.54
2022-01,Cross-site Scripting (XSS) - Reflected,5,2,4,40.0
2022-01,Improper Access Control - Generic,4,3,4,75.0
2022-01,Information Disclosure,4,0,2,0.0
2022-01,Cross-site Scripting (XSS) - Generic,3,2,3,66.67
2022-01,Path Traversal,3,1,2,33.33
2022-01,Business Logic Errors,2,2,2,100.0
2022-01,Code Injection,2,1,2,50.0
2022-01,Cross-site Scripting (XSS) - DOM,2,0,2,0.0
2022-01,Improper Authentication - Generic,2,1,2,50.0
2022-01,Insecure Direct Object Reference (IDOR),2,1,2,50.0
2022-01,Use After Free,2,1,2,50.0
2022-01,Violation of Secure Design Principles,2,1,2,50.0
2022-01,Classic Buffer Overflow,1,1,1,100.0
2022-01,Cleartext Storage of Sensitive Information,1,0,1,0.0
2022-01,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2022-01,Cross-site Scripting (XSS) - Stored,1,1,1,100.0
2022-01,Improper Authorization,1,1,1,100.0
2022-01,Improper Certificate Validation,1,1,1,100.0
2022-01,Improper Input Validation,1,1,1,100.0
2022-01,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),1,0,1,0.0
2022-01,Improper Restriction of Authentication Attempts,1,0,1,0.0
2022-01,Insecure Storage of Sensitive Information,1,0,1,0.0
2022-01,Open Redirect,1,0,1,0.0
2022-01,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,1,1,1,100.0
2022-01,Security Through Obscurity,1,0,1,0.0
2022-01,Use of Hard-coded Password,1,0,1,0.0
2022-02,,9,6,4,66.67
2022-02,Improper Access Control - Generic,9,7,6,77.78
2022-02,Business Logic Errors,3,1,2,33.33
2022-02,Improper Authentication - Generic,3,1,3,33.33
2022-02,Insecure Storage of Sensitive Information,3,0,3,0.0
2022-02,Misconfiguration,3,2,3,66.67
2022-02,Classic Buffer Overflow,2,0,1,0.0
2022-02,Cross-Site Request Forgery (CSRF),2,2,2,100.0
2022-02,Information Disclosure,2,2,2,100.0
2022-02,Insecure Direct Object Reference (IDOR),2,1,2,50.0
2022-02,Command Injection - Generic,1,1,1,100.0
2022-02,Cross-site Scripting (XSS) - Stored,1,1,1,100.0
2022-02,HTTP Request Smuggling,1,1,1,100.0
2022-02,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),1,1,1,100.0
2022-02,Improper Restriction of Authentication Attempts,1,0,1,0.0
2022-02,Information Exposure Through Directory Listing,1,0,1,0.0
2022-02,Insecure Temporary File,1,1,1,100.0
2022-02,Open Redirect,1,0,1,0.0
2022-02,Server-Side Request Forgery (SSRF),1,1,1,100.0
2022-03,,8,7,6,87.5
2022-03,Cross-site Scripting (XSS) - Reflected,4,4,4,100.0
2022-03,Improper Access Control - Generic,4,4,4,100.0
2022-03,Uncontrolled Resource Consumption,4,2,3,50.0
2022-03,HTTP Request Smuggling,3,0,1,0.0
2022-03,Information Disclosure,3,2,3,66.67
2022-03,Insecure Direct Object Reference (IDOR),3,2,2,66.67
2022-03,Business Logic Errors,2,1,2,50.0
2022-03,CRLF Injection,2,2,2,100.0
2022-03,Privacy Violation,2,2,2,100.0
2022-03,Cleartext Storage of Sensitive Information,1,0,1,0.0
2022-03,Cleartext Transmission of Sensitive Information,1,0,1,0.0
2022-03,Code Injection,1,0,1,0.0
2022-03,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2022-03,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2022-03,Cross-site Scripting (XSS) - Stored,1,1,1,100.0
2022-03,Forced Browsing,1,1,1,100.0
2022-03,Heap Overflow,1,1,1,100.0
2022-03,Improper Authentication - Generic,1,0,1,0.0
2022-03,Insecure Storage of Sensitive Information,1,1,1,100.0
2022-03,Open Redirect,1,1,1,100.0
2022-03,Phishing,1,0,1,0.0
2022-03,SQL Injection,1,0,1,0.0
2022-03,Time-of-check Time-of-use (TOCTOU) Race Condition,1,1,1,100.0
2022-04,Cross-site Scripting (XSS) - Stored,6,6,4,100.0
2022-04,Business Logic Errors,5,2,3,40.0
2022-04,Improper Access Control - Generic,5,4,5,80.0
2022-04,,4,3,3,75.0
2022-04,Insecure Direct Object Reference (IDOR),4,3,3,75.0
2022-04,Insufficiently Protected Credentials,4,2,2,50.0
2022-04,Code Injection,3,0,2,0.0
2022-04,Cross-site Scripting (XSS) - Reflected,3,1,3,33.33
2022-04,Improper Authentication - Generic,3,2,3,66.67
2022-04,Path Traversal,3,0,1,0.0
2022-04,Server-Side Request Forgery (SSRF),3,3,3,100.0
2022-04,Uncontrolled Resource Consumption,3,2,2,66.67
2022-04,Classic Buffer Overflow,2,2,2,100.0
2022-04,Client-Side Enforcement of Server-Side Security,1,1,1,100.0
2022-04,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2022-04,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2022-04,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2022-04,Cryptographic Issues - Generic,1,0,1,0.0
2022-04,Deserialization of Untrusted Data,1,1,1,100.0
2022-04,Double Free,1,1,1,100.0
2022-04,External Control of Critical State Data,1,0,1,0.0
2022-04,Improper Check or Handling of Exceptional Conditions,1,0,1,0.0
2022-04,Improper Input Validation,1,1,1,100.0
2022-04,Information Disclosure,1,1,1,100.0
2022-04,Information Exposure Through Sent Data,1,0,1,0.0
2022-04,NULL Pointer Dereference,1,1,1,100.0
2022-04,Open Redirect,1,0,1,0.0
2022-04,Plaintext Storage of a Password,1,1,1,100.0
2022-04,Privilege Escalation,1,1,1,100.0
2022-04,Resource Injection,1,1,1,100.0
2022-04,Unrestricted Upload of File with Dangerous Type,1,1,1,100.0
2022-04,Violation of Secure Design Principles,1,0,1,0.0
2022-05,,15,12,9,80.0
2022-05,Information Disclosure,8,4,5,50.0
2022-05,Insecure Direct Object Reference (IDOR),6,5,3,83.33
2022-05,Improper Access Control - Generic,5,4,4,80.0
2022-05,Business Logic Errors,4,2,2,50.0
